"C_uuid";"saddle";"raceDate";"R_name";"ranking";"C_numberOfRunners";"P1";"PP";"G";"P";"Proba"
"5d3e1c5f430a1695296e620e17a13c8d";"2";"2023-11-05";"La Capelle";NA;12;0;0;0;0;0,000326326582580805
"5d3e1c5f430a1695296e620e17a13c8d";"3";"2023-11-05";"La Capelle";"9";12;0;0;0;0;0,000125992155517451
"5d3e1c5f430a1695296e620e17a13c8d";"5";"2023-11-05";"La Capelle";"4";12;0;0;0;0;0,0330417454242706
"5d3e1c5f430a1695296e620e17a13c8d";"6";"2023-11-05";"La Capelle";NA;12;0;0;0;0;0,00617122929543257
"5d3e1c5f430a1695296e620e17a13c8d";"7";"2023-11-05";"La Capelle";"2";12;0;1;0;2,52;0,633011698722839
"5d3e1c5f430a1695296e620e17a13c8d";"8";"2023-11-05";"La Capelle";"5";12;0;0;0;0;0,0135305700823665
"5d3e1c5f430a1695296e620e17a13c8d";"9";"2023-11-05";"La Capelle";"8";12;0;0;0;0;0,00171026028692722
"5db47e9f7f6eb627cd9b825b9a77b60f";"1";"2023-11-13";"Paris-Vincennes";"8";10;0;0;0;0;0,189823985099792
"5db47e9f7f6eb627cd9b825b9a77b60f";"2";"2023-11-13";"Paris-Vincennes";"10";10;0;0;0;0;0,00120127573609352
"5db47e9f7f6eb627cd9b825b9a77b60f";"3";"2023-11-13";"Paris-Vincennes";"9";10;0;0;0;0;0,0211884938180447
"5db47e9f7f6eb627cd9b825b9a77b60f";"4";"2023-11-13";"Paris-Vincennes";"4";10;0;0;0;0;0,00145652133505791
"5db47e9f7f6eb627cd9b825b9a77b60f";"5";"2023-11-13";"Paris-Vincennes";"6";10;0;0;0;0;0,177969470620155
"5db47e9f7f6eb627cd9b825b9a77b60f";"6";"2023-11-13";"Paris-Vincennes";"2";10;0;1;0;1,272;0,618805468082428
"5db47e9f7f6eb627cd9b825b9a77b60f";"7";"2023-11-13";"Paris-Vincennes";"5";10;0;0;0;0;0,281240731477737
"5db47e9f7f6eb627cd9b825b9a77b60f";"8";"2023-11-13";"Paris-Vincennes";"1";10;1;1;4,96;1,522;0,551206469535828
"5db47e9f7f6eb627cd9b825b9a77b60f";"9";"2023-11-13";"Paris-Vincennes";"3";10;0;1;0;1,394;0,307395756244659
"5df74be8680378531fd477220865b2ba";"1";"2023-11-01";"Lisieux";NA;12;0;0;0;0;0,134065002202988
"5df74be8680378531fd477220865b2ba";"10";"2023-11-01";"Lisieux";"3";12;0;1;0;15,95;0,0254983399063349
"5df74be8680378531fd477220865b2ba";"11";"2023-11-01";"Lisieux";"6";12;0;0;0;0;0,402411997318268
"5df74be8680378531fd477220865b2ba";"12";"2023-11-01";"Lisieux";"5";12;0;0;0;0;0,535042345523834
"5df74be8680378531fd477220865b2ba";"2";"2023-11-01";"Lisieux";"1";12;1;1;4,75;2,25;0,746017038822174
"5df74be8680378531fd477220865b2ba";"3";"2023-11-01";"Lisieux";"2";12;0;1;0;30,08;0,101268067955971
"5df74be8680378531fd477220865b2ba";"4";"2023-11-01";"Lisieux";"7";12;0;0;0;0;0,0708771124482155
"5df74be8680378531fd477220865b2ba";"5";"2023-11-01";"Lisieux";NA;12;0;0;0;0;0,191985264420509
"5df74be8680378531fd477220865b2ba";"6";"2023-11-01";"Lisieux";NA;12;0;0;0;0;0,361973196268082
"5df74be8680378531fd477220865b2ba";"7";"2023-11-01";"Lisieux";NA;12;0;0;0;0;0,135086759924889
"5df74be8680378531fd477220865b2ba";"8";"2023-11-01";"Lisieux";"8";12;0;0;0;0;0,0360231921076775
"5df74be8680378531fd477220865b2ba";"9";"2023-11-01";"Lisieux";"4";12;0;0;0;0;0,0550236813724041
"5e940b2a6c6961ec4e3ca4ba8950b937";"10";"2023-11-24";"Toulouse";NA;14;0;0;0;0;0,0252147149294615
"5e940b2a6c6961ec4e3ca4ba8950b937";"11";"2023-11-24";"Toulouse";"10";14;0;0;0;0;0,00606108084321022
"5e940b2a6c6961ec4e3ca4ba8950b937";"12";"2023-11-24";"Toulouse";"9";14;0;0;0;0;0,039242010563612
"5e940b2a6c6961ec4e3ca4ba8950b937";"13";"2023-11-24";"Toulouse";"8";14;0;0;0;0;0,00225165789015591
"5e940b2a6c6961ec4e3ca4ba8950b937";"14";"2023-11-24";"Toulouse";NA;14;0;0;0;0;0,0453370027244091
"5e940b2a6c6961ec4e3ca4ba8950b937";"15";"2023-11-24";"Toulouse";"7";14;0;0;0;0;0,0043101916089654
"5e940b2a6c6961ec4e3ca4ba8950b937";"2";"2023-11-24";"Toulouse";"11";14;0;0;0;0;0,00386688113212585
"5e940b2a6c6961ec4e3ca4ba8950b937";"3";"2023-11-24";"Toulouse";"2";14;0;1;0;2,54;0,560267627239227
"5e940b2a6c6961ec4e3ca4ba8950b937";"4";"2023-11-24";"Toulouse";"6";14;0;0;0;0;0,277895629405975
"5e940b2a6c6961ec4e3ca4ba8950b937";"5";"2023-11-24";"Toulouse";"1";14;1;1;11,206;3,556;0,210617214441299
"5e940b2a6c6961ec4e3ca4ba8950b937";"6";"2023-11-24";"Toulouse";"12";14;0;0;0;0;0,242802187800407
"5e940b2a6c6961ec4e3ca4ba8950b937";"7";"2023-11-24";"Toulouse";"3";14;0;1;0;4,748;0,0337679982185364
"5e940b2a6c6961ec4e3ca4ba8950b937";"8";"2023-11-24";"Toulouse";"4";14;0;0;0;0;0,0714942738413811
"5e940b2a6c6961ec4e3ca4ba8950b937";"9";"2023-11-24";"Toulouse";"5";14;0;0;0;0;0,0201077591627836
"5eeabc989d9abdb32211f03cf2ec0e84";"1";"2023-11-15";"Solvalla";"8";13;0;0;0;0;0,000808136712294072
"5eeabc989d9abdb32211f03cf2ec0e84";"10";"2023-11-15";"Solvalla";"5";13;0;0;0;0;0,0176742244511843
"5eeabc989d9abdb32211f03cf2ec0e84";"11";"2023-11-15";"Solvalla";"7";13;0;0;0;0;0,0063496045768261
"5eeabc989d9abdb32211f03cf2ec0e84";"12";"2023-11-15";"Solvalla";"3";13;0;1;0;2,49333333333333;0,261625379323959
"5eeabc989d9abdb32211f03cf2ec0e84";"13";"2023-11-15";"Solvalla";"12";13;0;0;0;0;0,00260880263522267
"5eeabc989d9abdb32211f03cf2ec0e84";"14";"2023-11-15";"Solvalla";"1";13;1;1;4,31333333333333;1,74;0,734881103038788
"5eeabc989d9abdb32211f03cf2ec0e84";"4";"2023-11-15";"Solvalla";"4";13;0;0;0;0;0,351778119802475
"5eeabc989d9abdb32211f03cf2ec0e84";"5";"2023-11-15";"Solvalla";"6";13;0;0;0;0;0,184586152434349
"5eeabc989d9abdb32211f03cf2ec0e84";"6";"2023-11-15";"Solvalla";"9";13;0;0;0;0;0,0536730736494064
"5eeabc989d9abdb32211f03cf2ec0e84";"7";"2023-11-15";"Solvalla";NA;13;0;0;0;0;0,0229004640132189
"5eeabc989d9abdb32211f03cf2ec0e84";"8";"2023-11-15";"Solvalla";"11";13;0;0;0;0;0,00129703374113888
"5eeabc989d9abdb32211f03cf2ec0e84";"9";"2023-11-15";"Solvalla";"2";13;0;1;0;1,23666666666667;0,950746238231659
"5f433ba18410b13fbdbc204e23744b19";"1";"2023-11-01";"Beaumont-de-Lomagne";"8";12;0;0;0;0;0,0121438531205058
"5f433ba18410b13fbdbc204e23744b19";"10";"2023-11-01";"Beaumont-de-Lomagne";NA;12;0;0;0;0;0,211608693003654
"5f433ba18410b13fbdbc204e23744b19";"11";"2023-11-01";"Beaumont-de-Lomagne";"4";12;0;0;0;0;0,0444021858274937
"5f433ba18410b13fbdbc204e23744b19";"12";"2023-11-01";"Beaumont-de-Lomagne";NA;12;0;0;0;0;0,181363224983215
"5f433ba18410b13fbdbc204e23744b19";"2";"2023-11-01";"Beaumont-de-Lomagne";"3";12;0;1;0;2,43;0,0561917386949062
"5f433ba18410b13fbdbc204e23744b19";"3";"2023-11-01";"Beaumont-de-Lomagne";"6";12;0;0;0;0;0,101789847016335
"5f433ba18410b13fbdbc204e23744b19";"4";"2023-11-01";"Beaumont-de-Lomagne";"10";12;0;0;0;0;0,0682313069701195
"5f433ba18410b13fbdbc204e23744b19";"5";"2023-11-01";"Beaumont-de-Lomagne";"9";12;0;0;0;0;0,0912315621972084
"5f433ba18410b13fbdbc204e23744b19";"6";"2023-11-01";"Beaumont-de-Lomagne";"7";12;0;0;0;0;0,0238737724721432
"5f433ba18410b13fbdbc204e23744b19";"7";"2023-11-01";"Beaumont-de-Lomagne";"1";12;1;1;10,75;2,36;0,0764081999659538
"5f433ba18410b13fbdbc204e23744b19";"8";"2023-11-01";"Beaumont-de-Lomagne";"5";12;0;0;0;0;0,0658023431897163
"5f433ba18410b13fbdbc204e23744b19";"9";"2023-11-01";"Beaumont-de-Lomagne";"2";12;0;1;0;1,5;0,180017203092575
"5f4e855a19da6076a12aaf26941c8b94";"1";"2023-11-09";"Son Pardo - Majorque";"9";14;0;0;0;0;0,0236894972622395
"5f4e855a19da6076a12aaf26941c8b94";"10";"2023-11-09";"Son Pardo - Majorque";"3";14;0;1;0;3,93;0,311837166547775
"5f4e855a19da6076a12aaf26941c8b94";"11";"2023-11-09";"Son Pardo - Majorque";NA;14;0;0;0;0;0,00234626443125308
"5f4e855a19da6076a12aaf26941c8b94";"12";"2023-11-09";"Son Pardo - Majorque";"7";14;0;0;0;0;0,000252893893048167
"5f4e855a19da6076a12aaf26941c8b94";"13";"2023-11-09";"Son Pardo - Majorque";"1";14;1;1;17,2133333333333;2,52666666666667;0,0693876296281815
"5f4e855a19da6076a12aaf26941c8b94";"14";"2023-11-09";"Son Pardo - Majorque";"2";14;0;1;0;6,33333333333333;0,0476137064397335
"5f4e855a19da6076a12aaf26941c8b94";"2";"2023-11-09";"Son Pardo - Majorque";"5";14;0;0;0;0;0,776409268379211
"5f4e855a19da6076a12aaf26941c8b94";"3";"2023-11-09";"Son Pardo - Majorque";"4";14;0;0;0;0;0,173977360129356
"5f4e855a19da6076a12aaf26941c8b94";"4";"2023-11-09";"Son Pardo - Majorque";NA;14;0;0;0;0;0,761232376098633
"5f4e855a19da6076a12aaf26941c8b94";"5";"2023-11-09";"Son Pardo - Majorque";NA;14;0;0;0;0;0,153994098305702
"5f4e855a19da6076a12aaf26941c8b94";"6";"2023-11-09";"Son Pardo - Majorque";"10";14;0;0;0;0;0,00885302759706974
"5f4e855a19da6076a12aaf26941c8b94";"7";"2023-11-09";"Son Pardo - Majorque";"8";14;0;0;0;0;0,00132945936638862
"5f4e855a19da6076a12aaf26941c8b94";"8";"2023-11-09";"Son Pardo - Majorque";"6";14;0;0;0;0;0,00923800654709339
"5f4e855a19da6076a12aaf26941c8b94";"9";"2023-11-09";"Son Pardo - Majorque";NA;14;0;0;0;0;0,00298365158960223
"5f80c2d722bbb5ffc940486bdf579656";"1";"2023-11-11";"La Capelle";"11";13;0;0;0;0;0,0241560842841864
"5f80c2d722bbb5ffc940486bdf579656";"10";"2023-11-11";"La Capelle";"3";13;0;1;0;6,76;0,0365424901247025
"5f80c2d722bbb5ffc940486bdf579656";"11";"2023-11-11";"La Capelle";"4";13;0;0;0;0;0,0649115368723869
"5f80c2d722bbb5ffc940486bdf579656";"12";"2023-11-11";"La Capelle";"5";13;0;0;0;0;0,257469356060028
"5f80c2d722bbb5ffc940486bdf579656";"13";"2023-11-11";"La Capelle";"2";13;0;1;0;2,17;0,149103567004204
"5f80c2d722bbb5ffc940486bdf579656";"2";"2023-11-11";"La Capelle";NA;13;0;0;0;0;0,0347296968102455
"5f80c2d722bbb5ffc940486bdf579656";"3";"2023-11-11";"La Capelle";"10";13;0;0;0;0;0,0439945012331009
"5f80c2d722bbb5ffc940486bdf579656";"4";"2023-11-11";"La Capelle";"8";13;0;0;0;0;0,177058771252632
"5f80c2d722bbb5ffc940486bdf579656";"5";"2023-11-11";"La Capelle";"7";13;0;0;0;0;0,123308718204498
"5f80c2d722bbb5ffc940486bdf579656";"6";"2023-11-11";"La Capelle";"6";13;0;0;0;0;0,00264195166528225
"5f80c2d722bbb5ffc940486bdf579656";"7";"2023-11-11";"La Capelle";"9";13;0;0;0;0;0,0486057624220848
"5f80c2d722bbb5ffc940486bdf579656";"8";"2023-11-11";"La Capelle";"12";13;0;0;0;0;0,268188625574112
"5f80c2d722bbb5ffc940486bdf579656";"9";"2023-11-11";"La Capelle";"1";13;1;1;5,84;1,38;0,140417844057083
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"1";"2023-11-21";"Mons";"5";7;0;0;0;0;0,0326892621815205
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"2";"2023-11-21";"Mons";"4";7;0;0;0;0;0,508462011814117
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"3";"2023-11-21";"Mons";"1";7;1;1;3,48333333333333;1,83333333333333;0,59248685836792
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"4";"2023-11-21";"Mons";"2";7;0;1;0;3,38333333333333;0,278788924217224
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"5";"2023-11-21";"Mons";"7";7;0;0;0;0;0,121195919811726
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"6";"2023-11-21";"Mons";"3";7;0;0;0;0;0,80837619304657
"5f8dc5066ef7f8344a1f3443f5e0f0c7";"7";"2023-11-21";"Mons";"6";7;0;0;0;0;0,00775264948606491
"60277d820fed9303060130502e21033f";"1";"2023-11-03";"Amiens";"7";13;0;0;0;0;0,277098476886749
"60277d820fed9303060130502e21033f";"10";"2023-11-03";"Amiens";NA;13;0;0;0;0;0,00240414496511221
"60277d820fed9303060130502e21033f";"11";"2023-11-03";"Amiens";"10";13;0;0;0;0;0,0510375835001469
"60277d820fed9303060130502e21033f";"12";"2023-11-03";"Amiens";"3";13;0;1;0;18,7475;0,0130052650347352
"60277d820fed9303060130502e21033f";"2";"2023-11-03";"Amiens";NA;13;0;0;0;0;0,33208230137825
"60277d820fed9303060130502e21033f";"3";"2023-11-03";"Amiens";"4";13;0;0;0;0;0,0439806841313839
"60277d820fed9303060130502e21033f";"4";"2023-11-03";"Amiens";"6";13;0;0;0;0;0,0397563427686691
"60277d820fed9303060130502e21033f";"5";"2023-11-03";"Amiens";NA;13;0;0;0;0;0,00333568453788757
"60277d820fed9303060130502e21033f";"6";"2023-11-03";"Amiens";"5";13;0;0;0;0;0,0900846719741821
"60277d820fed9303060130502e21033f";"7";"2023-11-03";"Amiens";"2";13;0;1;0;3,1675;0,0408177189528942
"60277d820fed9303060130502e21033f";"8";"2023-11-03";"Amiens";"1";13;1;1;4,63;2,5925;0,510922253131866
"60277d820fed9303060130502e21033f";"9";"2023-11-03";"Amiens";"8";13;0;0;0;0;0,00674007181078196
"60919f35cdae29dd79584c58dbceefc6";"10";"2023-11-13";"Caen";"10";15;0;0;0;0;0,00812112726271152
"60919f35cdae29dd79584c58dbceefc6";"11";"2023-11-13";"Caen";"5";15;0;0;0;0;0,136216223239899
"60919f35cdae29dd79584c58dbceefc6";"12";"2023-11-13";"Caen";"3";15;0;1;0;2,07;0,254757612943649
"60919f35cdae29dd79584c58dbceefc6";"13";"2023-11-13";"Caen";"2";15;0;1;0;4,13;0,00632592011243105
"60919f35cdae29dd79584c58dbceefc6";"14";"2023-11-13";"Caen";"11";15;0;0;0;0;0,041049987077713
"60919f35cdae29dd79584c58dbceefc6";"15";"2023-11-13";"Caen";"1";15;1;1;4,31;2,46;0,271982818841934
"60919f35cdae29dd79584c58dbceefc6";"16";"2023-11-13";"Caen";"9";15;0;0;0;0;0,00442110374569893
"60919f35cdae29dd79584c58dbceefc6";"2";"2023-11-13";"Caen";NA;15;0;0;0;0;0,215703293681145
"60919f35cdae29dd79584c58dbceefc6";"3";"2023-11-13";"Caen";"6";15;0;0;0;0;0,00681787496432662
"60919f35cdae29dd79584c58dbceefc6";"4";"2023-11-13";"Caen";NA;15;0;0;0;0;0,01173045206815
"60919f35cdae29dd79584c58dbceefc6";"5";"2023-11-13";"Caen";"8";15;0;0;0;0;0,00288595189340413
"60919f35cdae29dd79584c58dbceefc6";"6";"2023-11-13";"Caen";"7";15;0;0;0;0;0,0330258049070835
"60919f35cdae29dd79584c58dbceefc6";"7";"2023-11-13";"Caen";NA;15;0;0;0;0;0,0599637925624847
"60919f35cdae29dd79584c58dbceefc6";"8";"2023-11-13";"Caen";"4";15;0;0;0;0;0,0383897013962269
"60919f35cdae29dd79584c58dbceefc6";"9";"2023-11-13";"Caen";NA;15;0;0;0;0;0,0405226424336433
"60d84737785d51f2f302c28a5324aeac";"1";"2023-11-11";"La Capelle";"10";13;0;0;0;0;0,234476864337921
"60d84737785d51f2f302c28a5324aeac";"10";"2023-11-11";"La Capelle";"3";13;0;1;0;9,75;0,00797921046614647
"60d84737785d51f2f302c28a5324aeac";"12";"2023-11-11";"La Capelle";NA;13;0;0;0;0;0,0086930301040411
"60d84737785d51f2f302c28a5324aeac";"13";"2023-11-11";"La Capelle";"9";13;0;0;0;0;0,00599820306524634
"60d84737785d51f2f302c28a5324aeac";"14";"2023-11-11";"La Capelle";"12";13;0;0;0;0;0,0492053255438805
"60d84737785d51f2f302c28a5324aeac";"2";"2023-11-11";"La Capelle";"2";13;0;1;0;2,43;0,310000568628311
"60d84737785d51f2f302c28a5324aeac";"3";"2023-11-11";"La Capelle";"4";13;0;0;0;0;0,0960533544421196
"60d84737785d51f2f302c28a5324aeac";"4";"2023-11-11";"La Capelle";"11";13;0;0;0;0;0,201557904481888
"60d84737785d51f2f302c28a5324aeac";"5";"2023-11-11";"La Capelle";"1";13;1;1;34;5,99;0,259491443634033
"60d84737785d51f2f302c28a5324aeac";"6";"2023-11-11";"La Capelle";"5";13;0;0;0;0;0,169772177934647
"60d84737785d51f2f302c28a5324aeac";"7";"2023-11-11";"La Capelle";"6";13;0;0;0;0;0,02833341807127
"60d84737785d51f2f302c28a5324aeac";"8";"2023-11-11";"La Capelle";"7";13;0;0;0;0;0,0783617720007896
"60d84737785d51f2f302c28a5324aeac";"9";"2023-11-11";"La Capelle";"8";13;0;0;0;0;0,105200849473476
"613085ee7760fad0fd3e848493db99f8";"1";"2023-11-05";"Salon-de-Provence";"2";14;0;1;0;14,98;0,0454876348376274
"613085ee7760fad0fd3e848493db99f8";"10";"2023-11-05";"Salon-de-Provence";"5";14;0;0;0;0;0,0103137940168381
"613085ee7760fad0fd3e848493db99f8";"11";"2023-11-05";"Salon-de-Provence";"6";14;0;0;0;0;0,000758553680498153
"613085ee7760fad0fd3e848493db99f8";"12";"2023-11-05";"Salon-de-Provence";"8";14;0;0;0;0;0,0317901410162449
"613085ee7760fad0fd3e848493db99f8";"13";"2023-11-05";"Salon-de-Provence";"10";14;0;0;0;0;0,00287634669803083
"613085ee7760fad0fd3e848493db99f8";"14";"2023-11-05";"Salon-de-Provence";"9";14;0;0;0;0;0,0119386566802859
"613085ee7760fad0fd3e848493db99f8";"2";"2023-11-05";"Salon-de-Provence";"3";14;0;1;0;1,61;0,118229068815708
"613085ee7760fad0fd3e848493db99f8";"3";"2023-11-05";"Salon-de-Provence";NA;14;0;0;0;0;0,320107251405716
"613085ee7760fad0fd3e848493db99f8";"4";"2023-11-05";"Salon-de-Provence";"1";14;1;1;21,5;2,96;0,0327617861330509
"613085ee7760fad0fd3e848493db99f8";"5";"2023-11-05";"Salon-de-Provence";"11";14;0;0;0;0;0,02885652333498
"613085ee7760fad0fd3e848493db99f8";"6";"2023-11-05";"Salon-de-Provence";NA;14;0;0;0;0;0,0814737901091576
"613085ee7760fad0fd3e848493db99f8";"7";"2023-11-05";"Salon-de-Provence";"7";14;0;0;0;0;0,308845460414886
"613085ee7760fad0fd3e848493db99f8";"8";"2023-11-05";"Salon-de-Provence";"12";14;0;0;0;0;0,00503859436139464
"613085ee7760fad0fd3e848493db99f8";"9";"2023-11-05";"Salon-de-Provence";"4";14;0;0;0;0;0,134490385651588
"614e78ef905759d3375962fff49c82e9";"1";"2023-11-02";"Paris-Vincennes";"3";15;0;1;0;4,676;0,177352234721184
"614e78ef905759d3375962fff49c82e9";"10";"2023-11-02";"Paris-Vincennes";"10";15;0;0;0;0;0,0426443517208099
"614e78ef905759d3375962fff49c82e9";"11";"2023-11-02";"Paris-Vincennes";"8";15;0;0;0;0;0,0600923597812653
"614e78ef905759d3375962fff49c82e9";"12";"2023-11-02";"Paris-Vincennes";"7";15;0;0;0;0;0,0499017462134361
"614e78ef905759d3375962fff49c82e9";"13";"2023-11-02";"Paris-Vincennes";"1";15;1;1;10,29;2,66;0,140182644128799
"614e78ef905759d3375962fff49c82e9";"14";"2023-11-02";"Paris-Vincennes";"6";15;0;0;0;0;0,0717608779668808
"614e78ef905759d3375962fff49c82e9";"15";"2023-11-02";"Paris-Vincennes";"12";15;0;0;0;0;0,14872182905674
"614e78ef905759d3375962fff49c82e9";"2";"2023-11-02";"Paris-Vincennes";"2";15;0;1;0;2,872;0,0995625033974648
"614e78ef905759d3375962fff49c82e9";"3";"2023-11-02";"Paris-Vincennes";"4";15;0;0;0;0;0,0186635572463274
"614e78ef905759d3375962fff49c82e9";"4";"2023-11-02";"Paris-Vincennes";NA;15;0;0;0;0;0,0886009335517883
"614e78ef905759d3375962fff49c82e9";"5";"2023-11-02";"Paris-Vincennes";NA;15;0;0;0;0;0,0446712411940098
"614e78ef905759d3375962fff49c82e9";"6";"2023-11-02";"Paris-Vincennes";"5";15;0;0;0;0;0,0147847961634398
"614e78ef905759d3375962fff49c82e9";"7";"2023-11-02";"Paris-Vincennes";"9";15;0;0;0;0;0,0371747314929962
"614e78ef905759d3375962fff49c82e9";"8";"2023-11-02";"Paris-Vincennes";"11";15;0;0;0;0;0,0458733700215816
"614e78ef905759d3375962fff49c82e9";"9";"2023-11-02";"Paris-Vincennes";NA;15;0;0;0;0;0,163430780172348
"621fb47a65a1c30546bf509c5a03a211";"1";"2023-11-02";"Paris-Vincennes";"2";16;0;1;0;1,728;0,39373454451561
"621fb47a65a1c30546bf509c5a03a211";"10";"2023-11-02";"Paris-Vincennes";"13";16;0;0;0;0;0,043008740991354
"621fb47a65a1c30546bf509c5a03a211";"11";"2023-11-02";"Paris-Vincennes";NA;16;0;0;0;0;0,246914327144623
"621fb47a65a1c30546bf509c5a03a211";"12";"2023-11-02";"Paris-Vincennes";"9";16;0;0;0;0;0,0779275745153427
"621fb47a65a1c30546bf509c5a03a211";"13";"2023-11-02";"Paris-Vincennes";"5";16;0;0;0;0;0,0606085397303104
"621fb47a65a1c30546bf509c5a03a211";"14";"2023-11-02";"Paris-Vincennes";"6";16;0;0;0;0;0,213605657219887
"621fb47a65a1c30546bf509c5a03a211";"15";"2023-11-02";"Paris-Vincennes";"4";16;0;0;0;0;0,295281380414963
"621fb47a65a1c30546bf509c5a03a211";"16";"2023-11-02";"Paris-Vincennes";"7";16;0;0;0;0;0,0543469674885273
"621fb47a65a1c30546bf509c5a03a211";"2";"2023-11-02";"Paris-Vincennes";"12";16;0;0;0;0;0,0874351412057877
"621fb47a65a1c30546bf509c5a03a211";"3";"2023-11-02";"Paris-Vincennes";"8";16;0;0;0;0;0,0034289681352675
"621fb47a65a1c30546bf509c5a03a211";"4";"2023-11-02";"Paris-Vincennes";"3";16;0;1;0;2,56;0,029095146805048
"621fb47a65a1c30546bf509c5a03a211";"5";"2023-11-02";"Paris-Vincennes";"1";16;1;1;6,164;2,084;0,107774153351784
"621fb47a65a1c30546bf509c5a03a211";"6";"2023-11-02";"Paris-Vincennes";"14";16;0;0;0;0;0,00455297483131289
"621fb47a65a1c30546bf509c5a03a211";"7";"2023-11-02";"Paris-Vincennes";"11";16;0;0;0;0;0,041600376367569
"621fb47a65a1c30546bf509c5a03a211";"8";"2023-11-02";"Paris-Vincennes";"10";16;0;0;0;0;0,0145377786830068
"621fb47a65a1c30546bf509c5a03a211";"9";"2023-11-02";"Paris-Vincennes";NA;16;0;0;0;0;0,0131997093558311
"63af8bc1c028e94e87bc597ca41a676b";"1";"2023-11-05";"Chartres";"6";11;0;0;0;0;0,0451647117733955
"63af8bc1c028e94e87bc597ca41a676b";"10";"2023-11-05";"Chartres";"9";11;0;0;0;0;0,633831143379211
"63af8bc1c028e94e87bc597ca41a676b";"11";"2023-11-05";"Chartres";"1";11;1;1;22,89;2,7;0,281181871891022
"63af8bc1c028e94e87bc597ca41a676b";"2";"2023-11-05";"Chartres";"5";11;0;0;0;0;0,0092404093593359
"63af8bc1c028e94e87bc597ca41a676b";"3";"2023-11-05";"Chartres";"2";11;0;1;0;1,7;0,490488439798355
"63af8bc1c028e94e87bc597ca41a676b";"4";"2023-11-05";"Chartres";"7";11;0;0;0;0;0,0100685050711036
"63af8bc1c028e94e87bc597ca41a676b";"5";"2023-11-05";"Chartres";"3";11;0;1;0;6,13;0,163896635174751
"63af8bc1c028e94e87bc597ca41a676b";"6";"2023-11-05";"Chartres";"4";11;0;0;0;0;0,102687820792198
"63af8bc1c028e94e87bc597ca41a676b";"7";"2023-11-05";"Chartres";NA;11;0;0;0;0;0,0818401947617531
"63af8bc1c028e94e87bc597ca41a676b";"8";"2023-11-05";"Chartres";"8";11;0;0;0;0;0,243584275245667
"63af8bc1c028e94e87bc597ca41a676b";"9";"2023-11-05";"Chartres";NA;11;0;0;0;0;0,211497977375984
"63ca9ffb65d14e4f7ebf3d3727037c00";"1";"2023-11-19";"Mauquenchy";"8";13;0;0;0;0;0,00885701086372137
"63ca9ffb65d14e4f7ebf3d3727037c00";"10";"2023-11-19";"Mauquenchy";"3";13;0;1;0;4,6;0,338614106178284
"63ca9ffb65d14e4f7ebf3d3727037c00";"11";"2023-11-19";"Mauquenchy";"6";13;0;0;0;0;0,252211779356003
"63ca9ffb65d14e4f7ebf3d3727037c00";"12";"2023-11-19";"Mauquenchy";"10";13;0;0;0;0;0,152631267905235
"63ca9ffb65d14e4f7ebf3d3727037c00";"13";"2023-11-19";"Mauquenchy";"4";13;0;0;0;0;0,351378500461578
"63ca9ffb65d14e4f7ebf3d3727037c00";"2";"2023-11-19";"Mauquenchy";"7";13;0;0;0;0;0,0337091349065304
"63ca9ffb65d14e4f7ebf3d3727037c00";"3";"2023-11-19";"Mauquenchy";"9";13;0;0;0;0;0,0670762062072754
"63ca9ffb65d14e4f7ebf3d3727037c00";"4";"2023-11-19";"Mauquenchy";NA;13;0;0;0;0;0,00575287826359272
"63ca9ffb65d14e4f7ebf3d3727037c00";"5";"2023-11-19";"Mauquenchy";NA;13;0;0;0;0;0,0377483516931534
"63ca9ffb65d14e4f7ebf3d3727037c00";"6";"2023-11-19";"Mauquenchy";"2";13;0;1;0;4,32;0,0138767305761576
"63ca9ffb65d14e4f7ebf3d3727037c00";"7";"2023-11-19";"Mauquenchy";"1";13;1;1;7,52;4,6;0,32579094171524
"63ca9ffb65d14e4f7ebf3d3727037c00";"8";"2023-11-19";"Mauquenchy";NA;13;0;0;0;0;0,288669675588608
"63ca9ffb65d14e4f7ebf3d3727037c00";"9";"2023-11-19";"Mauquenchy";"5";13;0;0;0;0;0,0170957054942846
"643f249c937fae7f662e84ff1751f2ac";"1";"2023-11-18";"Laval";"6";14;0;0;0;0;0,0254517067223787
"643f249c937fae7f662e84ff1751f2ac";"10";"2023-11-18";"Laval";"4";14;0;0;0;0;0,116453409194946
"643f249c937fae7f662e84ff1751f2ac";"11";"2023-11-18";"Laval";"8";14;0;0;0;0;0,00218351627700031
"643f249c937fae7f662e84ff1751f2ac";"12";"2023-11-18";"Laval";"2";14;0;1;0;1,798;0,444542974233627
"643f249c937fae7f662e84ff1751f2ac";"13";"2023-11-18";"Laval";NA;14;0;0;0;0;0,20550574362278
"643f249c937fae7f662e84ff1751f2ac";"14";"2023-11-18";"Laval";"1";14;1;1;2,51;1,34;0,724113285541534
"643f249c937fae7f662e84ff1751f2ac";"2";"2023-11-18";"Laval";NA;14;0;0;0;0;0,124825038015842
